%OpenBCI Raw EEG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
%Logger = brainHat
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Accel Channel 3, Accel Channel 4, Accel Channel 5, Accel Channel 6, Accel Channel 7, Accel Channel 8, Accel Channel 9, Accel Channel 10, Accel Channel 11, Accel Channel 12, Accel Channel 13, Accel Channel 14, Accel Channel 15, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Timestamp (Formatted)
84.000,65817.3938,53469.2619,-23488.6659,47245.3963,36709.4099,52189.1999,16650.1944,-20386.8920,25404.9033,-512.0114,29562.2161,22349.5763,26891.4955,17808.9759,24685.3560,38378.2135,-0.0060,0.9600,0.2500,192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1623894916.741430,2021-06-16 18:55:16.741428
86.000,65871.5967,53555.6067,-23514.4599,47237.0144,36502.7233,52091.8133,16434.7013,-20580.0558,25445.3153,-683.0023,29600.4599,22247.7865,27206.1857,17618.4049,24740.9895,38388.3164,-0.0060,0.9600,0.2500,192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1623894916.748860,2021-06-16 18:55:16.748857
88.000,65821.7300,53470.5807,-23485.6261,47256.0358,36677.1786,52232.0929,16619.7066,-20386.6238,25389.1007,-498.0863,29553.9012,22353.4879,26861.3877,17821.2470,24680.3939,38368.8928,-0.0060,0.9600,0.2500,192.0000,0.0000,0.0000,14.5000,112.0000,4.0000,16.0000,0.0000,0.0000,0.0000,1623894916.756290,2021-06-16 18:55:16.756285
90.000,65867.3276,53548.1189,-23512.2023,47228.7443,36527.3773,52079.7657,16478.3319,-20557.0558,25458.7263,-706.8739,29617.0225,22240.3657,27239.4675,17620.9754,24757.5298,38407.9860,-0.0060,0.9600,0.2500,192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1623894916.763710,2021-06-16 18:55:16.763714
92.000,65824.7251,53481.9801,-23478.7194,47268.3516,36633.3469,52245.1016,16564.9449,-20415.2564,25390.3971,-482.2612,29546.7263,22358.4053,26831.4811,17817.8943,24669.7545,38342.0260,-0.0060,0.9600,0.2500,192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1623894916.771140,2021-06-16 18:55:16.771142
94.000,65855.8835,53534.1491,-23511.1741,47226.4421,36575.1653,52078.8717,16548.7846,-20509.9831,25456.9382,-712.7077,29628.6901,22245.4843,27258.4888,17635.0346,24770.6726,38424.6827,-0.0060,0.9600,0.2500,192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1623894916.778570,2021-06-16 18:55:16.778571
96.000,65835.1857,53496.4640,-23477.1548,47269.7374,36591.1021,52259.6973,16519.5038,-20435.0824,25391.2911,-469.6102,29550.5261,22365.8261,26835.4820,17817.9837,24659.3162,38326.1562,-0.0060,0.9600,0.2500,192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1623894916.786000,2021-06-16 18:55:16.786000
98.000,65865.2712,53531.6904,-23507.9778,47203.3527,36576.8864,51997.7795,16527.5281,-20548.4951,25448.2881,-716.2840,29621.8282,22241.7068,27230.0350,17626.2280,24754.9370,38420.0783,0.0020,0.9580,0.2660,192.0000,0.0000,8.0000,14.5000,120.0000,4.0000,40.0000,0.0000,0.0000,0.0000,1623894916.792380,2021-06-16 18:55:16.792375
100.000,65836.4821,53499.9509,-23484.5532,47270.5197,36557.9991,52265.9111,16467.1113,-20469.0570,25377.7236,-480.9425,29534.8799,22350.8280,26806.5812,17776.8788,24642.8653,38299.0212,0.0020,0.9580,0.2660,192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1623894916.798750,2021-06-16 18:55:16.798749
102.000,65843.9476,53499.2356,-23513.2752,47206.8619,36644.0981,52058.3304,16629.8990,-20467.8947,25465.3201,-705.7116,29634.1216,22251.4075,27240.0933,17655.0618,24765.2858,38443.7935,0.0020,0.9580,0.2660,192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1623894916.805120,2021-06-16 18:55:16.805124
