%OpenBCI Raw EEG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
%Logger = BCIpi Data Logger
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Accel Channel 3, Accel Channel 4, Accel Channel 5, Accel Channel 6, Accel Channel 7, Accel Channel 8, Accel Channel 9, Accel Channel 10, Accel Channel 11, Accel Channel 12, Accel Channel 13, Accel Channel 14, Accel Channel 15, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Timestamp (Formatted)
76.000,-60683.7305,-51737.2891,-21027.4707,-11029.5352,-53186.7109,-16501.8457,-8164.7568,-17373.7422,0.0000,-9635.1660,-458.8142,0.0000,-24083.2207,-34129.2109,-20055.3262,-26746.9004,0.0044,0.9928,0.0028,192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11630.0000,5330.0000,23923.0000,1607234021.509430,2020-12-05 21:53:41.509428
78.000,-60642.6484,-51661.9883,-21063.9258,-11071.5117,-53262.5508,-16686.0469,-8262.9033,-17529.8027,0.0000,-10132.0674,-543.5497,0.0000,-24153.6738,-34541.2461,-20088.1152,-26898.8926,0.0044,0.9928,0.0028,192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11630.0000,5330.0000,23923.0000,1607234021.523860,2020-12-05 21:53:41.523857
80.000,-60692.4258,-51740.8672,-21033.1016,-11012.4580,-53166.5938,-16466.4629,-8165.5391,-17352.2402,0.0000,-9655.0596,-463.3964,0.0000,-24108.2109,-34159.5430,-20068.4453,-26766.3691,0.0042,0.9914,0.0044,192.0000,0.0000,16.0000,15.0000,120.0000,0.0000,24.0000,-11630.0000,5330.0000,23923.0000,1607234021.538290,2020-12-05 21:53:41.538285
82.000,-60648.1484,-51669.6094,-21092.6699,-11114.4268,-53241.2930,-16726.6152,-8261.2715,-17548.8457,0.0000,-10130.1006,-540.0852,0.0000,-24143.6152,-34528.2344,-20077.1406,-26882.3750,0.0042,0.9914,0.0044,192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11630.0000,5330.0000,23923.0000,1607234021.552710,2020-12-05 21:53:41.552714
84.000,-60715.4961,-51751.5742,-21043.5410,-11008.0771,-53167.0195,-16439.6621,-8157.8501,-17341.0859,0.0000,-9694.5322,-490.9784,0.0000,-24150.8359,-34208.3164,-20095.3125,-26799.3828,0.0042,0.9914,0.0044,192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11630.0000,5330.0000,23923.0000,1607234021.567140,2020-12-05 21:53:41.567142
86.000,-60620.6563,-51648.5547,-21069.8711,-11128.7764,-53231.0586,-16735.0859,-8253.1357,-17552.1992,0.0000,-10068.2314,-532.8655,0.0000,-24108.8594,-34475.8672,-20063.6621,-26860.5371,0.0042,0.9914,0.0044,192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11630.0000,5330.0000,23923.0000,1607234021.581570,2020-12-05 21:53:41.581571
88.000,-60716.2305,-51742.8555,-21033.5488,-10993.7949,-53166.3945,-16422.6074,-8177.5195,-17348.6641,0.0000,-9719.3428,-487.5362,0.0000,-24142.4531,-34243.3164,-20099.0000,-26820.7734,0.0042,0.9914,0.0044,192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11630.0000,5330.0000,23923.0000,1607234021.596000,2020-12-05 21:53:41.595999
90.000,-60635.6523,-51661.6953,-21080.6230,-11144.9375,-53219.2539,-16743.8926,-8239.2998,-17551.5723,0.0000,-10016.1738,-510.9385,0.0000,-24081.2090,-34428.5469,-20034.2031,-26833.3359,0.0041,0.9927,0.0062,192.0000,0.0000,16.0000,15.5000,8.0000,0.0000,32.0000,-11630.0000,5330.0000,23923.0000,1607234021.602800,2020-12-05 21:53:41.602799
92.000,-60734.3125,-51752.7148,-21037.3047,-10995.1807,-53178.3516,-16424.7324,-8188.2485,-17347.3887,0.0000,-9787.7168,-513.9560,0.0000,-24191.2480,-34312.1172,-20107.0469,-26849.4277,0.0041,0.9927,0.0062,192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11630.0000,5330.0000,23923.0000,1607234021.609600,2020-12-05 21:53:41.609600
94.000,-60645.9141,-51681.2539,-21071.5703,-11155.9785,-53220.8438,-16738.3945,-8236.2148,-17536.9551,0.0000,-9965.9053,-502.4672,0.0000,-24060.8926,-34381.1836,-20024.9277,-26810.2910,0.0041,0.9927,0.0062,192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11630.0000,5330.0000,23923.0000,1607234021.616400,2020-12-05 21:53:41.616400
